uniq_id,Back End,C-suite executive,Cloud Computing,Data Scientist,Data or business analyst,Database Administrator(DBA),Designer,DevOps,Educator or academic researcher,Embedded applications or devices developer,Engineering manager,Enterprise application,Front End,Full stack,Game developer,Information Security,Mobile Developer,Network Engineer,Product Manager,QA/Test Developer,Sales professional,Software Developer/Java Developer,Student,System Administrator,Web Developer
2b2322459de27834b0c3c86737fb16a8,,0,,,,,0,,0,0,0,0.1806308428358325,0.1768634173148376,,,,,,0.1715886442086903,,,0.2941834740335973,0,0.1767336216070422,
b923d29624fb4dc9e193aa30f8253ee6,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
5be5533c9ed448d1ef92016a56573869,,0,,,,,0,,0,0,0,,,,,0.4126281425677645,,,,,,0.5873718574322356,0,,
ebdaa795cb443c6b7881b7a15c4c25b1,,0,,0.1440174112181844,,,0,,0,0,0,,,,0.139280838850423,,0.1421612990028452,,,,,0.139220699371751,0,0.2808992309083813,0.154420520648415
d92f267244249065890ee6bde5275f49,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
8cbcc9ef3be25e4409fcb4ab55d6503d,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
e2f1a046c937631529aec11a56f8590a,,0,,,,,0,,0,0,0,0.1529124516241135,0.1559186510916478,0.1463417111332029,,,0.2512093814663379,,0.1517679768551319,,,,0,0.1418498278295659,
a2ef697606d460795dda16de672a5d5d,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
d1130a38c05cd6f6df40a2636a76ea5b,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
8cb4914f42c5b805d19be0952b3c88e9,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
8c50099ba0e24e089c12c6e68bb2bdc6,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
d6920e2979999da6d892774e2be97b75,,0,,,,0.1296271371249145,0,,0,0,0,0.127985807902845,0.1364289006360955,0.1246204992441045,,0.2244875231940694,,,0.1261784220126476,,,,0,0.1306717098853232,
72e40fa6a09e015785a798433af77387,,0,,,,,0,,0,0,0,,,,,,,,,1.0,,,0,,
47d7528160f4860a7bfd6dc1b9cdefb8,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,1.0,
065002d37b05ad5fa6478b709b94a3a4,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
b2db6c4923a59708ff6c562b08c23c73,0.2121340855665024,0,,,,,0,,0,0,0,0.2269127436108993,,,,,,0.3461863758748581,,,,,0,0.2147667949477402,
d997f70cf7082ec18ffbb3e7c382001c,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
6dcbe83bd781f1e952da56ed2dd9ccf9,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
518be0d63a29128230c7c13be225837d,,0,,,,1.0,0,,0,0,0,,,,,,,,,,,,0,,
c199a61bd8a4e16896e15bf0613bf010,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
0352f0af94edb563fdee80a14965ea1d,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
f91cae11b0c8eaf832880a328fbabbcf,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,,1.0
b9520049ff3e799ec368ae0aa99ec5f5,,0,,,,,0,,0,0,0,,,1.0,,,,,,,,,0,,
353f9ce7cb7c0090fd8880b0e9bf5809,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
cca81977309f3d52de5201432a1a98c4,,0,0.2041398174248994,,,0.1904857374165408,0,,0,0,0,,,,,,,,0.4015872399290013,,,0.2037872052295585,0,,
755688570dda03850c9ea9974e241110,,0,,,,,0,,0,0,0,,,1.0,,,,,,,,,0,,
c099a6dd457ab308941333b4d9517485,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,1.0,
f5ce47ef55f66c279c306ceeb5e3f01e,,0,,,,0.5932184306632916,0,,0,0,0,,,,,0.4067815693367085,,,,,,,0,,
4a1af0cd8f6301771b95b019e6e2407d,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
763586f789e0154f6d71435112f4c502,,0,0.1653238058948997,,,0.172155454785094,0,,0,0,0,,,,0.1626455031254736,,0.1715225157936769,,,,,0.3283527204008558,0,,
d17149d5daf1df1d0953dbb583c0046c,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
510481dba5a43cc2b77546f0dadb1ce4,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
4117b81407f66d5b3c952ba4c4c05134,,0,,0.1233848285802386,0.1251154361148407,0.1302527171322272,0,,0,0,0,,,,,,,0.1321108163395175,0.2437589548440988,,,0.1200405748691753,0,,0.1253366721199015
e2cda2407a766008f5274da2cbdfa5b7,,0,,,,0.2862912613139218,0,,0,0,0,,,,,,,0.1741530652078551,,,0.1773398180450676,0.1786236527871077,0,0.1835922026460475,
c0eb27f26c6b084b018bd58b564e5594,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
c85fced1185e67071d928267f818dbdc,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
ac1430c579f95891ae05d2edb3f5e035,0.1320959443933061,0,,0.2133073193783347,0.1279270756085226,,0,,0,0,0,,,,,,,0.1300169820199722,0.1350470662959916,,,,0,0.132827848030777,0.1287777642730956
75296a05c107731f400d602f3e10bf47,,0,,,,,0,,0,0,0,,,,,0.4083533979092762,,0.5916466020907237,,,,,0,,
c6f99f38bf465487323ed9d46f19514d,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
4c8b7a93f5707a08b538f4e79d6a7f30,0.3026939871767534,0,,,,,0,,0,0,0,0.1722268244396281,,0.17826468718843,,,,,0.1730706291216057,,,,0,0.1737438720735827,
f98f36687091e2aa5d3db5ab86c4d193,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
1f20cc46a1df5eb235007fac5fa0cbf4,,0,,,,,0,,0,0,0,,,,,0.4039199470297925,0.5960800529702076,,,,,,0,,
8887c268f3a00f280f0eb3e935fcf923,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
8d0ffe9061aa61fbd3fdfae28fa9e2b9,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
f374dd196ee3775c05ceedce840fe3d7,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
a6b2f856cc76dbcd75d70c8a9b54b86f,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
cf0df595863e244496a08540809e638a,,0,,,,,0,,0,0,0,0.2101820598063786,0.2172624792270294,,,,,0.358454946226286,0.2141005147403058,,,,0,,
3071e1d037c43c96e63d87b7f798904c,0.2227486484083558,0,,,0.3438798296729367,,0,,0,0,0,0.214239074510006,,,,,,,,,0.2191324474087014,,0,,
3142c2dd6924df52d463d81ef93fb6e4,0.2212923020541936,0,,,,,0,,0,0,0,0.2150944959369254,,,,,,,,0.3404033228343905,0.2232098791744902,,0,,
aed2f48a108a9d39c3466961ebf147a2,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
8d9f35371d34b3482a6a9a515c286329,,0,,,,,0,,0,0,0,,,,,,,,,1.0,,,0,,
a5b5889aaa3b7423cdc68643ab6cfea5,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,,1.0
932052b301bed380d5a8db22d8b9fed2,0.1192517997357495,0,,,,,0,,0,0,0,,0.1125911537578087,0.1132908911369016,,,,0.1956499047137857,0.1140617268503888,,,0.1150199470728148,0,0.1158947257056133,0.1142398510269372
6d08f3e06ba1695f905754f971f0397e,0.2258746027053897,0,,,,,0,,0,0,0,,,,,0.2256623336929919,,0.3304886626944385,,,0.2179744009071797,,0,,
5fe3df4506a6b388f0b18dfedb0702bb,,0,0.3301385503705372,,,,0,,0,0,0,0.2202720161323231,,,,0.2308711227509143,,0.2187183107462254,,,,,0,,
ccf473b4784aca69a88b36870d6301cf,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,1.0,
2c6742531c25a158afc6eca882ced60b,,0,,,0.5724272769577278,,0,,0,0,0,,,,,0.4275727230422723,,,,,,,0,,
0419d5288baa0e5a8043c674cd8562ca,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
3415841a9ac7c931ed8709e9f30adb29,,0,,,,,0,,0,0,0,0.2718766949741412,,,,,,,0.2755180458186756,,,,0,0.4526052592071831,
bd4eee9b197c066d9bff44452452c5b1,,0,,,,,0,,0,0,0,0.1825905446126601,,0.1697989506300173,,,,,0.1788577473464982,,0.2948962884431879,,0,0.1738564689676364,
2594d75ad80e28e32af0ff6053396e2d,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
0bed3d9c4ed99d5cc1a2649f59bc2896,,0,0.1455784839009783,,0.1482242553816762,,0,,0,0,0,,,,0.1387792437217091,,0.1469845506477421,,,0.1413893659331511,,0.2790441004147431,0,,
d261e7210cd7aba0cac951c7340c5e67,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
a560c9c03ec3eb3dbf9fa881303fdf48,,0,,,,,0,,0,0,0,,0.2145717224334395,,,0.2250690873734043,,,0.3342409463847129,,0.2261182438084432,,0,,
0445fcb37ab17f686c025da15a98de52,,0,,,0.3017804056452495,,0,,0,0,0,0.1806203829556983,,0.1665308317187613,,,,,0.1759813250784105,,,,0,0.1750870546018802,
f3454168b74bc184e99b6d328970c16d,,0,,,,,0,,0,0,0,0.5882734598308887,,,,0.4117265401691112,,,,,,,0,,
ad80588c56547cfcfc00e9080cce9920,,0,,,,,0,,0,0,0,0.3985401785890015,,,,0.6014598214109986,,,,,,,0,,
eccbb9e529cc7fabd4418b8a3ef96645,,0,,,0.1256871081415503,,0,,0,0,0,0.2290615389949285,,0.1251366459737447,,,,0.1245699135810877,0.134767294285749,,,,0,0.1345554495423978,0.1262220494805419
7ebf4eea453a27d76815cea1034737e1,,0,,,,,0,,0,0,0,,,,,,,0.2206311124337936,0.2150791179374665,,0.2186281511911292,,0,0.3456616184376105,
9f504454ca89f3fb54c4cdb79ef345de,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
24bd02f09d529e25eccbbd4b4a74945c,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
335bd5f1bb549c9d32372a43516249fe,0.1957620718520369,0,,,,0.4397444726240059,0,,0,0,0,,,0.1789112569018938,,,,,,,,0.1855821986220633,0,,
12f3cf7b841e50a75d7fa547cedc27a6,,0,,,,,0,,0,0,0,,0.3889312427849145,,,,,0.6110687572150852,,,,,0,,
b973f9625d5a239be48b37dad4a83eac,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
bf4e39a7ae0a31857cdeb706ea07b591,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,,1.0
fe8b8c33442b7005d0734506fd152824,0.1773894474095193,0,,,,,0,,0,0,0,0.183093087138667,,,,,0.2781732217248207,,0.176232980934312,,0.1851112627926808,,0,,
f29766ad198b67aa7686ea3737951f12,,0,,,,0.6308084645979392,0,,0,0,0,,,0.3691915354020607,,,,,,,,,0,,
4a737efc3dd5fe84a532e94b609ee484,0.2209705552244993,0,,,,,0,,0,0,0,,,,,0.2247575814637812,,,,,0.2250903414879778,0.3291815218237416,0,,
148fb772d5a224a477904b6194199b2e,,0,,,,,0,,0,0,0,,,1.0,,,,,,,,,0,,
0d92b51b694ef046360f989fa92a15ac,0.4140548749914984,0,,,,,0,,0,0,0,,,,,,,,0.5859451250085016,,,,0,,
aefcb0c109264e00e724ef9eb004a699,,0,,0.1711526690509205,0.1642433334794292,0.1629360608119277,0,,0,0,0,,0.3351050822294589,,,,,,,,,,0,,0.1665628544282636
6bdcbb05eca933606a2301a8be7fa4cd,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
95a6252635b88c0991306754335760f4,0.1761602927556306,0,,,,0.2839959337829465,0,,0,0,0,,,,,,,0.1772374104871599,0.1770722951492266,,,,0,0.1855340678250363,
e8c6430b31684c8f6ceab1305ca61888,,0,,,,,0,,0,0,0,0.5102884513437723,,,0.2501204471732833,,,,,0.2395911014829444,,,0,,
9c1dae8f8326ff44336cbc65c4145524,,0,,,,,0,,0,0,0,0.1789257775174959,,0.175767362114625,,,,,0.1770720043185387,,,0.2952239100316242,0,0.173010946017716,
fe9741051b3a8971f4a1156b07ece236,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
f11d03f84c0ba0db510a05de0afd10b9,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
b5cea5202dd6f195c55dbc7b90892768,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
bb39139fe34f98132e057d2bc5f27ffc,0.2748502605167704,0,,,0.4455282789277459,,0,,0,0,0,,,,,,,,,,0.2796214605554838,,0,,
0b6f00a94e0790f2ddf471e21515e30a,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
1d0397ad94837965dd86a508020ee2a4,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
4f1a45d7883fa5b946024825f141955b,,0,0.136190972078634,,,,0,,0,0,0,,,,0.1417141334754482,0.3049716782162017,0.1452108726337742,,,0.1310011192055603,,0.1409112243903813,0,,
e140cb3a2388dc9b0d1b1641ba2c71fc,,0,,,,,0,,0,0,0,,,,,0.4102593751653239,,,,0.589740624834676,,,0,,
2c519dfe62470c6632c25ec8a75ab950,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
af5361a430987d770572e81ca3605fe3,,0,,,,,0,,0,0,0,0.180402039222296,0.1791430642462645,,,,,0.2893329180065988,0.1769541405634659,,,,0,0.1741678379613746,
ac9366a5da02aef3cf6e724fd4eef28b,0.2887103997600959,0,,,,,0,,0,0,0,,,,,0.2840700290839064,,,,,,0.4272195711559976,0,,
4d957ab0fc7d7379fe1a2bd824be9414,,0,,,,0.3113124264609084,0,,0,0,0,0.1779388561162549,,,,,,0.1628680103747884,0.1745462371150374,,,,0,0.1733344699330108,
4630a1e50e7e85a4364bfd6ccc65edda,,0,,0.1757393221011631,0.3367801308950365,0.161336727654163,0,,0,0,0,,,,,,0.1665020462393779,,,,,0.1596417731102593,0,,
43d4546d3a9420c6144572edf5a25b97,0.2282408310554966,0,,,,,0,,0,0,0,0.2168530956395872,0.2136055878929204,,,,,,,,,0.3413004854119957,0,,
2ab6d749f9edbd1dd2a74fda8cd9589d,0.2901169227273286,0,,,,,0,,0,0,0,,0.2713493955893559,,,,,,0.4385336816833154,,,,0,,
24df038b48c96e11443e21146219995f,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
8259843f5e9f112894e7b1ee769c0a91,0.2813759777958923,0,,,,,0,,0,0,0,,0.2674887486247178,,,,,,,,0.4511352735793899,,0,,
406f7489221ceda7333b009e4797cd74,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
cbc53680c3051893bc8cd1d2071428a5,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
a639481ec469f96658393d1836df6f0f,,0,,,,,0,,0,0,0,,,,,,1.0,,,,,,0,,
16bc503453500d45ee411c5ea3a4074b,,0,,,,,0,,0,0,0,1.0,,,,,,,,,,,0,,
d831dd7060f590de3da30c6327f701f4,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
648b516bcb9617af02dc08c9a4a17c6e,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
db89add7e8f0b9fe3a11658e772cf158,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
0796f7ecf53db6612b831449b844533d,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
a1e1bd1243cdd15a3219e0edc8a93131,,0,,1.0,,,0,,0,0,0,,,,,,,,,,,,0,,
b86b83afb4564fd65a984ed9b78248c3,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
75b835ecdf3ffc91f3a65969554d88b0,,0,,,,,0,,0,0,0,,,,,,1.0,,,,,,0,,
7f3086ce0521d3915c1bca5573ea22bb,0.1715839552612957,0,,,,,0,,0,0,0,0.1855797602989641,,,,,,0.2931753787725538,0.1768993213204391,,,,0,0.1727615843467472,
55b42f5cc49e2f719cb11676f9ffa503,0.2133609488942193,0,,,,,0,,0,0,0,,,,,0.2313469357289767,,0.3323613101214173,,,0.2229308052553865,,0,,
3bb430a924c66eda4d5546ac2ff19b71,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
a1c9654b6cb38543e0c8198221a8b1eb,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
5c2fde27d7d26d873746b0998d88172f,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,1.0,
511b78326c4d241a99c0c2a2f703b10b,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
f3950f031d1e12aefb4eb962e6f3702c,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
77c55cb4c54b1aadf1bbbfd792b3bbdd,,0,,,,,0,,0,0,0,,,,,,,,,,,,0,,1.0
c0ff80f6ad339715af9f7ada7b698987,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
2dfc17124af1d8001af605fa1d341603,,0,,,,,0,,0,0,0,0.2194962657257397,,,,0.2247880579844118,,,,,0.2239550019489507,,0,,0.3317606743408979
65db5d632398b8634299ba76ea09e0cb,0.2717251042933231,0,,,,,0,,0,0,0,,,,,0.2883605705140075,,,,,,0.4399143251926694,0,,
d731c8701123fe90c348210ea60f163c,,0,,,,,0,,0,0,0,,,,,,,,,,0.3831728569146538,,0,0.6168271430853461,
2e0188c3adbef6655b74beb8c590f7e1,0.6281435555453876,0,,,,,0,,0,0,0,,,,,0.3718564444546125,,,,,,,0,,
5aada0ef4a56a998abeb675eca9409c5,,0,,,,,0,,0,0,0,,,,,,1.0,,,,,,0,,
996e6c890fba8fc4095a8e14246f8144,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
52534f906a523c5b0efb52230d1a4088,,0,,,,,0,,0,0,0,,0.153106144687533,0.1445900768086765,,,,0.1527695456476307,0.1551954999263977,,,,0,0.2507000472678872,0.1436386856618748
b5f44ad539b7c45ffa36f73b107f68b6,,0,,0.1315090323613921,0.132934011395058,0.1239217986050579,0,,0,0,0,,,,,,0.1210755581644486,,,,,0.1230273036300134,0,0.2374761295595086,0.1300561662845212
f029da40ad734517416361dfb5c36c74,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
de9a28799ed77e88afb33fbbba78510c,,0,,,,,0,,0,0,0,,,,,1.0,,,,,,,0,,
9ea77a372b329544620d6a9e21146cdf,,0,,,,,0,,0,0,0,0.1536678272440341,,0.1452713653727117,,,,,0.1542369893259767,0.2537594945709149,,,0,0.142859654554624,0.1502046689317386
4cb789a11c0af058946fa01124a53741,,0,,,,,0,,0,0,0,,,,,,,,,,,1.0,0,,
d567b8665c22d38e071884dbea84c067,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
01084cdc864fbf29a80def0c911944d6,,0,,0.1257477100780913,0.1273014379721659,0.1269194466178471,0,,0,0,0,,,0.132909868720692,,,0.1230286488475403,,,,,0.2297626323140232,0,,0.1343302554496401
0e8adf677740570cd0a97232673fa3eb,,0,,0.1709998686146757,0.1744632077485818,,0,,0,0,0,,,0.1715726364547317,,,,,,,,,0,0.3134384064915147,0.1695258806904961
e383459f6086249b588f5a4c6f5622a8,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
51fb54d1436e6e04819db57721b35f31,,0,,,1.0,,0,,0,0,0,,,,,,,,,,,,0,,
bd345f1d96978869f50d0c898f0f0731,,0,,0.1429280170287033,0.1443920956638942,0.1400514059376588,0,,0,0,0,,,,,,,,0.1551001739239047,,,0.2697284375498208,0,,0.147799869896018
34fd637e82f441006cccd86f44e5ffdb,,0,1.0,,,,0,,0,0,0,,,,,,,,,,,,0,,
0ac290ffb8cb0f1549f36b70ac024612,,0,,,,,0,,0,0,0,,,,,0.2883216654976932,,0.4266935383055814,,,0.2849847961967255,,0,,
5563ac52766cc5801438e927d2479f68,,0,,,,,0,,0,0,0,,,,,0.3926838885560753,,,,,,0.6073161114439245,0,,
917b09a0761eb8d5763a74c25bedb612,,0,,0.1271637231959334,0.1266868555549403,0.1271155700968464,0,,0,0,0,,,,0.1221066935395182,,0.1225834074744339,0.1317709610624081,,,,0.2425727890759195,0,,
5a1fe7107acb246f2c40cf92abade24d,,0,,,,,0,,0,0,0,,,,,0.4112126777476685,,,,,,0.5887873222523314,0,,
54d4e9ad597c1e24631b29ab2580a257,,0,,,,,0,,0,0,0,,0.4007364528427812,,,,,,0.5992635471572187,,,,0,,
4e8a8c11ff137e10f66b823776b0b732,,0,,,,0.3365102006908838,0,,0,0,0,,0.221818531260031,,,0.2185999340345317,,,,,0.2230713340145533,,0,,
01d808bf998d22cf8a743c46dd855455,,0,,,0.1713503663160712,0.3166514082280129,0,,0,0,0,,,0.1753714538696617,,,,0.1718748497422386,,,,,0,,0.1647519218440155
12b6b02d3498a1d0432d9669a50087ef,,0,,,,,0,,0,0,0,,,,,,,,1.0,,,,0,,
fe7cc689ea33768c455e9d3005d6e70a,0.1839767872979832,0,,,,,0,,0,0,0,0.1777441364085769,0.1724607697826948,,,,,,,0.2857178934112591,0.1801004130994858,,0,,
7fd3441f67f66c3406e538ab337f1a66,,0,,0.165947402352818,0.1748472230382212,,0,,0,0,0,,,0.1761334970809536,,,,,,,0.3169916734738425,,0,,0.1660802040541646
713931543d0ec81e0e09d498b7258164,,0,,,0.3565707952982291,,0,,0,0,0,0.2221441768928694,,,,,,,0.2098222308338404,,,,0,0.211462796975061,
f7fac0c163a247d4f85c04e3dc823a7e,0.2206497127293073,0,,,,,0,,0,0,0,0.2243560260579373,,,,,,,0.2128071734559457,,0.3421870877568096,,0,,
944b5c7a30ac3205648337bf52d79657,,0,,,,,0,,0,0,0,0.4071324093234041,,,,,,0.5928675906765958,,,,,0,,
1cd8a8e16df7f74f021ac3a17f37c478,,0,,,,,0,,0,0,0,,,,,,,1.0,,,,,0,,
245c26842e68114ae5703710e22f1fe9,,0,,,,,0,,0,0,0,0.2795371264447829,0.2760486317742964,,,,,,,,,,0,,0.4444142417809207
83548a991cd299badd6642bc5da5ff64,,0,,,,0.4195312585953149,0,,0,0,0,,,,,0.2910787543019345,,,,,0.2893899871027505,,0,,
abb872ceb40ff7036881d36c5b996b96,,0,0.1590911858418384,,,,0,,0,0,0,,,,0.1647453799572527,,,,,0.1517146671652464,0.3535812406460441,0.1708675263896181,0,,
f1eeb91c6aec57493384d873316ad707,,0,,,,0.1107452868628038,0,,0,0,0,,,,,,0.1104567212407931,0.1120117614067208,0.1209125700743051,,0.1183624615194568,0.1898716937322598,0,0.1181246380070758,0.1195148671565845
40855bceaa4b025a4cf4c68a664b8a73,0.3920663803536565,0,,,,,0,,0,0,0,,,,,,,,,,0.6079336196463435,,0,,
e3cd231f363ff952d50371d05e3d72d9,,0,,,,,0,,0,0,0,0.2278018637493657,,,,0.2292252942181615,,,,,0.2185325863567425,0.3244402556757302,0,,
